appid,name,genres,steamspy_tags,steamspy_tags_weighted
1085660,Destiny 2,"Action, Adventure, Free To Play",Free to Play;Open World;Multiplayer;Looter Shooter;MMORPG;FPS;Co-op;PvE;PvP;Shooter;Massively Multiplayer;Loot;First-Person;Sci-fi;Action;Adventure;Lore-Rich;Space;Competitive;Atmospheric,"{""Free to Play"": 3565, ""Open World"": 3106, ""Multiplayer"": 3066, ""Looter Shooter"": 3061, ""MMORPG"": 3025, ""FPS"": 3005, ""Co-op"": 2969, ""PvE"": 2862, ""PvP"": 2783, ""Shooter"": 2673, ""Massively Multiplayer"": 2544, ""Loot"": 2539, ""First-Person"": 2505, ""Sci-fi"": 2485, ""Action"": 2471, ""Adventure"": 2400, ""Lore-Rich"": 2381, ""Space"": 2364, ""Competitive"": 2219, ""Atmospheric"": 2210}"
1131080,Deadswitch 3,,,{}
1145360,Hades,"Action, Indie, RPG",Action Roguelike;Rogue-lite;Hack and Slash;Indie;Mythology;Action;Rogue-like;Singleplayer;Great Soundtrack;Story Rich;RPG;Dungeon Crawler;Replay Value;Isometric;Difficult;Action RPG;Hand-drawn;Atmospheric;Perma Death;LGBTQ+,"{""Action Roguelike"": 1330, ""Rogue-lite"": 954, ""Hack and Slash"": 936, ""Indie"": 928, ""Mythology"": 877, ""Action"": 816, ""Rogue-like"": 747, ""Singleplayer"": 701, ""Great Soundtrack"": 696, ""Story Rich"": 669, ""RPG"": 648, ""Dungeon Crawler"": 638, ""Replay Value"": 565, ""Isometric"": 432, ""Difficult"": 397, ""Action RPG"": 305, ""Hand-drawn"": 297, ""Atmospheric"": 284, ""Perma Death"": 102, ""LGBTQ+"": 93}"
1200580,One Gun Guy,"Action, Indie",Action;Indie;Pixel Graphics;Retro;Platformer;2D Platformer;Exploration;Precision Platformer;Side Scroller;Puzzle-Platformer;Cute;Atmospheric;Funny;Singleplayer;Difficult;Adventure;Puzzle;2D;Controller;Linear,"{""Action"": 174, ""Indie"": 167, ""Pixel Graphics"": 167, ""Retro"": 162, ""Platformer"": 161, ""2D Platformer"": 152, ""Exploration"": 147, ""Precision Platformer"": 143, ""Side Scroller"": 141, ""Puzzle-Platformer"": 140, ""Cute"": 137, ""Atmospheric"": 135, ""Funny"": 133, ""Singleplayer"": 130, ""Difficult"": 122, ""Adventure"": 113, ""Puzzle"": 110, ""2D"": 100, ""Controller"": 92, ""Linear"": 91}"
1240440,Halo Infinite,"Action, Free To Play",Free to Play;FPS;Multiplayer;Singleplayer;Shooter;Action;First-Person;Open World;Sci-fi;Co-op;PvP;Competitive;Story Rich;Space;Adventure;Aliens;Lore-Rich;Atmospheric;Cinematic;Soundtrack,"{""Free to Play"": 898, ""FPS"": 774, ""Multiplayer"": 752, ""Singleplayer"": 718, ""Shooter"": 653, ""Action"": 626, ""First-Person"": 618, ""Open World"": 592, ""Sci-fi"": 589, ""Co-op"": 527, ""PvP"": 506, ""Competitive"": 491, ""Story Rich"": 482, ""Space"": 470, ""Adventure"": 454, ""Aliens"": 434, ""Lore-Rich"": 416, ""Atmospheric"": 405, ""Cinematic"": 402, ""Soundtrack"": 388}"
1241700,There Is No Game: Jam Edition 2015,"Adventure, Casual, Free To Play, Indie",Indie;Free to Play;Casual;Adventure;Pixel Graphics;Funny;Point & Click;Comedy;Puzzle;Short;Singleplayer;2D;Narration;Psychological Horror,"{""Indie"": 179, ""Free to Play"": 175, ""Casual"": 168, ""Adventure"": 153, ""Pixel Graphics"": 78, ""Funny"": 74, ""Point & Click"": 69, ""Comedy"": 65, ""Puzzle"": 46, ""Short"": 46, ""Singleplayer"": 40, ""2D"": 22, ""Narration"": 18, ""Psychological Horror"": 8}"
1280770,Redmatch 2,,,{}
1282270,Strinova,,,{}
1289310,Helltaker,"Adventure, Free To Play, Indie",Free to Play;Cute;Demons;Puzzle;Indie;Anime;Great Soundtrack;Sexual Content;Singleplayer;2D;Short;Comedy;Difficult;Adventure;Dating Sim;Hentai;Funny;Mature;Rhythm;Visual Novel,"{""Free to Play"": 1330, ""Cute"": 986, ""Demons"": 974, ""Puzzle"": 969, ""Indie"": 817, ""Anime"": 805, ""Great Soundtrack"": 795, ""Sexual Content"": 712, ""Singleplayer"": 710, ""2D"": 688, ""Short"": 577, ""Comedy"": 552, ""Difficult"": 453, ""Adventure"": 407, ""Dating Sim"": 365, ""Hentai"": 339, ""Funny"": 338, ""Mature"": 277, ""Rhythm"": 272, ""Visual Novel"": 241}"
1446890,Shadow Fight Arena,,,{}
1469280,SuchArt: Creative Space,"Action, Adventure, Casual, Indie, Simulation, Free To Play",Simulation;Free to Play;Sandbox;Singleplayer;First-Person;Realistic;Funny;Physics;Family Friendly;Adventure;Casual;Indie;Multiplayer;3D;Life Sim;Relaxing;Immersive Sim;Management;Resource Management;VR,"{""Simulation"": 147, ""Free to Play"": 131, ""Sandbox"": 128, ""Singleplayer"": 126, ""First-Person"": 118, ""Realistic"": 117, ""Funny"": 109, ""Physics"": 107, ""Family Friendly"": 90, ""Adventure"": 86, ""Casual"": 79, ""Indie"": 66, ""Multiplayer"": 59, ""3D"": 54, ""Life Sim"": 51, ""Relaxing"": 50, ""Immersive Sim"": 42, ""Management"": 41, ""Resource Management"": 35, ""VR"": 35}"
1476970,Legends of IdleOn - Idle MMO,"Casual, Indie, Massively Multiplayer, RPG, Simulation, Free To Play, Early Access",Idler;Pixel Graphics;Free to Play;MMORPG;Management;RPG;Multiplayer;Clicker;Crafting;Resource Management;Sandbox;Indie;Massively Multiplayer;Casual;Simulation;Character Customization;Early Access;PvE;Old School;Cute,"{""Idler"": 385, ""Pixel Graphics"": 283, ""Free to Play"": 278, ""MMORPG"": 278, ""Management"": 274, ""RPG"": 256, ""Multiplayer"": 253, ""Clicker"": 234, ""Crafting"": 231, ""Resource Management"": 221, ""Sandbox"": 203, ""Indie"": 171, ""Massively Multiplayer"": 170, ""Casual"": 167, ""Simulation"": 160, ""Character Customization"": 151, ""Early Access"": 142, ""PvE"": 139, ""Old School"": 138, ""Cute"": 117}"
1557740,ROUNDS,"Action, Indie",Multiplayer;Fighting;Local Multiplayer;2D Fighter;Deckbuilding;Rogue-lite;Action;Indie;Physics;Card Battler;PvP;2D;Roguelike Deckbuilder;Card Game;Party Game;Platformer;2D Platformer;Side Scroller;Arcade;Twin Stick Shooter,"{""Multiplayer"": 821, ""Fighting"": 725, ""Local Multiplayer"": 708, ""2D Fighter"": 702, ""Deckbuilding"": 679, ""Rogue-lite"": 667, ""Action"": 662, ""Indie"": 649, ""Physics"": 643, ""Card Battler"": 643, ""PvP"": 634, ""2D"": 624, ""Roguelike Deckbuilder"": 605, ""Card Game"": 589, ""Party Game"": 584, ""Platformer"": 584, ""2D Platformer"": 569, ""Side Scroller"": 563, ""Arcade"": 556, ""Twin Stick Shooter"": 531}"
1625450,Muck,,,{}
1714040,Super Auto Pets,,,{}
1749630,Chill Corner,,,{}
1815780,Asphalt 9: Legends,,,{}
1911390,Knightfall: A Daring Journey,"Action, Indie, Racing, Free To Play",Indie;Racing;Online Co-Op;Horses;Battle Royale;Medieval;Romance;Funny;Shooter;Action;PvP;Team-Based;Adventure;Co-op;First-Person;Multiplayer;Combat;Dating Sim;Singleplayer;3D,"{""Indie"": 288, ""Racing"": 263, ""Online Co-Op"": 262, ""Horses"": 261, ""Battle Royale"": 260, ""Medieval"": 252, ""Romance"": 250, ""Funny"": 249, ""Shooter"": 248, ""Action"": 237, ""PvP"": 232, ""Team-Based"": 228, ""Adventure"": 227, ""Co-op"": 223, ""First-Person"": 220, ""Multiplayer"": 136, ""Combat"": 131, ""Dating Sim"": 99, ""Singleplayer"": 85, ""3D"": 72}"
1938090,Call of Duty: Modern Warfare II,Action,FPS;Multiplayer;Shooter;Singleplayer;Action;Military;First-Person;War;Modern;Tactical;Violent;Co-op;Realistic;Story Rich;Atmospheric;Mature;Online Co-Op;Gore;Third-Person Shooter;Third Person,"{""FPS"": 2144, ""Multiplayer"": 1900, ""Shooter"": 1803, ""Singleplayer"": 1750, ""Action"": 1734, ""Military"": 1658, ""First-Person"": 1573, ""War"": 1518, ""Modern"": 1422, ""Tactical"": 1338, ""Violent"": 1327, ""Co-op"": 1304, ""Realistic"": 1283, ""Story Rich"": 1233, ""Atmospheric"": 1061, ""Mature"": 568, ""Online Co-Op"": 499, ""Gore"": 370, ""Third-Person Shooter"": 263, ""Third Person"": 259}"
1977530,One-armed cook,,,{}
1985690,The Looker,Indie,,{}
2062120,Resident Evil Village Gold Edition Gameplay Demo,Action,,{}
2186570,TELEFORUM,"Adventure, Indie, Free To Play",,{}
2226280,BAPBAP,"Action, Strategy, Free To Play, Early Access",Early Access;PvP;Deckbuilding;MOBA;Online Co-Op;Action Roguelike;Card Battler;Party Game;Multiplayer;Party;Rogue-lite;Action;Strategy;Casual;Funny;Top-Down;Team-Based;Anime;Stylized;Physics,"{""Early Access"": 557, ""PvP"": 506, ""Deckbuilding"": 494, ""MOBA"": 479, ""Online Co-Op"": 447, ""Action Roguelike"": 370, ""Card Battler"": 357, ""Party Game"": 356, ""Multiplayer"": 351, ""Party"": 348, ""Rogue-lite"": 329, ""Action"": 326, ""Strategy"": 325, ""Casual"": 315, ""Funny"": 305, ""Top-Down"": 290, ""Team-Based"": 280, ""Anime"": 276, ""Stylized"": 263, ""Physics"": 260}"
2239140,Grapples Galore,,,{}
2281730,Combat Master,,,{}
2313250,Cats Hidden in Paris,,,{}
2325290,Sky: Children of the Light,,,{}
2551020,One-armed robber,"Action, Indie, Simulation, Strategy, Free To Play",Free to Play;Multiplayer;Heist;Co-op;Action;Simulation;FPS;Funny;Strategy;First-Person;Shooter;Stealth;3D;Singleplayer;Physics;VR;Tactical;Real Time Tactics;Indie;Stylized,"{""Free to Play"": 314, ""Multiplayer"": 288, ""Heist"": 186, ""Co-op"": 177, ""Action"": 165, ""Simulation"": 158, ""FPS"": 140, ""Funny"": 130, ""Strategy"": 128, ""First-Person"": 122, ""Shooter"": 118, ""Stealth"": 112, ""3D"": 97, ""Singleplayer"": 88, ""Physics"": 75, ""VR"": 74, ""Tactical"": 73, ""Real Time Tactics"": 72, ""Indie"": 61, ""Stylized"": 56}"
2667970,100 Asian Cats,,,{}
2747770,Wednesdays,Indie,Visual Novel;Comic Book;Interactive Fiction;Hand-drawn;Psychological;Emotional;Story Rich;Text-Based;Casual;Colorful;Conversation;Narration;Singleplayer;Choose Your Own Adventure;Pixel Graphics;Stylized;Choices Matter;2D;Nonlinear;Indie,"{""Visual Novel"": 198, ""Comic Book"": 194, ""Interactive Fiction"": 194, ""Hand-drawn"": 190, ""Psychological"": 184, ""Emotional"": 174, ""Story Rich"": 160, ""Text-Based"": 156, ""Casual"": 140, ""Colorful"": 131, ""Conversation"": 120, ""Narration"": 118, ""Singleplayer"": 106, ""Choose Your Own Adventure"": 91, ""Pixel Graphics"": 76, ""Stylized"": 60, ""Choices Matter"": 43, ""2D"": 27, ""Nonlinear"": 25, ""Indie"": 21}"
2763740,Revolution Idle,,,{}
2764370,星之翼,,,{}
2835570,Buckshot Roulette,"Action, Indie, Simulation",Multiplayer;Dark;Gambling;Horror;First-Person;Strategy;Singleplayer;Indie;3D;Psychological;Puzzle;Psychological Horror;Blood;Experimental;Action;Rogue-like;Simulation;Surreal;FPS;Rogue-lite,"{""Multiplayer"": 472, ""Dark"": 387, ""Gambling"": 365, ""Horror"": 348, ""First-Person"": 341, ""Strategy"": 319, ""Singleplayer"": 303, ""Indie"": 286, ""3D"": 264, ""Psychological"": 240, ""Puzzle"": 189, ""Psychological Horror"": 158, ""Blood"": 157, ""Experimental"": 153, ""Action"": 147, ""Rogue-like"": 137, ""Simulation"": 126, ""Surreal"": 112, ""FPS"": 104, ""Rogue-lite"": 85}"
2881650,Content Warning,"Action, Adventure, Indie",Online Co-Op;Horror;Multiplayer;Funny;First-Person;Co-op;Psychological Horror;Survival Horror;Exploration;Atmospheric;3D;Dungeon Crawler;Adventure;Supernatural;Time Management;Action-Adventure;Investigation;Mystery;Sci-fi;Procedural Generation,"{""Online Co-Op"": 941, ""Horror"": 925, ""Multiplayer"": 846, ""Funny"": 662, ""First-Person"": 626, ""Co-op"": 569, ""Psychological Horror"": 548, ""Survival Horror"": 500, ""Exploration"": 488, ""Atmospheric"": 458, ""3D"": 447, ""Dungeon Crawler"": 437, ""Adventure"": 414, ""Supernatural"": 403, ""Time Management"": 385, ""Action-Adventure"": 378, ""Investigation"": 376, ""Mystery"": 371, ""Sci-fi"": 370, ""Procedural Generation"": 352}"
2951690,Sonic Rumble,,,{}
3001970,Coloring Game 5,,,{}
3008200,PAPERHEAD EP0,,,{}
3017580,Paragnosia,"Adventure, Casual, Indie, Simulation",Psychological Horror;Hidden Object;Atmospheric;Stealth;Puzzle;First-Person;Horror;3D;Time Manipulation;Realistic;Point & Click;Demons;Simulation;Logic;Psychological;Adventure;Dark;Mystery;Modern;Controller,"{""Psychological Horror"": 484, ""Hidden Object"": 476, ""Atmospheric"": 474, ""Stealth"": 471, ""Puzzle"": 468, ""First-Person"": 461, ""Horror"": 457, ""3D"": 454, ""Time Manipulation"": 451, ""Realistic"": 446, ""Point & Click"": 442, ""Demons"": 441, ""Simulation"": 438, ""Logic"": 434, ""Psychological"": 431, ""Adventure"": 430, ""Dark"": 424, ""Mystery"": 415, ""Modern"": 405, ""Controller"": 403}"
3199170,BLOODSTRIKE,,,{}
3274300,Awaria,,,{}
3419430,Bongo Cat,"Casual, Indie, Simulation, Free To Play",,{}
3472550,The Mr. Rabbit Magic Show,,,{}
3606890,,,,{}
3664010,Drift Legends 2,,,{}
4465480,,,,{}
550,Left 4 Dead 2,Action,Zombies;Co-op;FPS;Multiplayer;Shooter;Online Co-Op;Action;Survival;Horror;First-Person;Gore;Team-Based;Moddable;Survival Horror;Post-apocalyptic;Singleplayer;Adventure;Local Co-Op;Replay Value;Tactical,"{""Zombies"": 21321, ""Co-op"": 11476, ""FPS"": 10103, ""Multiplayer"": 9521, ""Shooter"": 7133, ""Online Co-Op"": 6849, ""Action"": 6709, ""Survival"": 5795, ""Horror"": 5581, ""First-Person"": 4609, ""Gore"": 4335, ""Team-Based"": 3639, ""Moddable"": 3152, ""Survival Horror"": 3053, ""Post-apocalyptic"": 2941, ""Singleplayer"": 2507, ""Adventure"": 2227, ""Local Co-Op"": 2195, ""Replay Value"": 2126, ""Tactical"": 2042}"
730,Counter-Strike: Global Offensive,"Action, Free To Play",FPS;Shooter;Multiplayer;Competitive;Action;Team-Based;e-sports;Tactical;First-Person;PvP;Online Co-Op;Co-op;Strategy;Military;War;Difficult;Trading;Realistic;Fast-Paced;Moddable,"{""FPS"": 91172, ""Shooter"": 65634, ""Multiplayer"": 62536, ""Competitive"": 53536, ""Action"": 47634, ""Team-Based"": 46549, ""e-sports"": 43682, ""Tactical"": 41468, ""First-Person"": 39540, ""PvP"": 34587, ""Online Co-Op"": 34056, ""Co-op"": 30342, ""Strategy"": 30189, ""Military"": 28762, ""War"": 28060, ""Difficult"": 26037, ""Trading"": 25813, ""Realistic"": 25497, ""Fast-Paced"": 25369, ""Moddable"": 6667}"
6060,"STAR WARS Battlefront II (Classic, 2005)",Action,Action;Multiplayer;Shooter;Classic;Third-Person Shooter;Sci-fi;Space;FPS;First-Person;Singleplayer;Moddable;Third Person;Military;Co-op;Tactical;Great Soundtrack;Strategy;Adventure;Addictive;Epic,"{""Action"": 866, ""Multiplayer"": 799, ""Shooter"": 731, ""Classic"": 723, ""Third-Person Shooter"": 723, ""Sci-fi"": 711, ""Space"": 695, ""FPS"": 633, ""First-Person"": 496, ""Singleplayer"": 447, ""Moddable"": 394, ""Third Person"": 374, ""Military"": 360, ""Co-op"": 278, ""Tactical"": 260, ""Great Soundtrack"": 252, ""Strategy"": 243, ""Adventure"": 201, ""Addictive"": 176, ""Epic"": 170}"
9900,Star Trek Online,"Massively Multiplayer, RPG, Free To Play",Free to Play;Sci-fi;Massively Multiplayer;Space;MMORPG;RPG;Open World;Multiplayer;Character Customization;Action;Third Person;Adventure;Singleplayer;PvE;Online Co-Op;Co-op;PvP;Strategy;Action RPG;Tactical,"{""Free to Play"": 719, ""Sci-fi"": 462, ""Massively Multiplayer"": 449, ""Space"": 435, ""MMORPG"": 370, ""RPG"": 354, ""Open World"": 267, ""Multiplayer"": 227, ""Character Customization"": 211, ""Action"": 189, ""Third Person"": 148, ""Adventure"": 141, ""Singleplayer"": 121, ""PvE"": 112, ""Online Co-Op"": 111, ""Co-op"": 110, ""PvP"": 106, ""Strategy"": 95, ""Action RPG"": 85, ""Tactical"": 82}"
22300,Fallout 3,RPG,Open World;Post-apocalyptic;RPG;Singleplayer;Exploration;First-Person;Sci-fi;Moddable;Adventure;Action;FPS;Atmospheric;Shooter;Character Customization;Third Person;Story Rich;Sandbox;Action RPG;Horror;Female Protagonist,"{""Open World"": 792, ""Post-apocalyptic"": 690, ""RPG"": 647, ""Singleplayer"": 446, ""Exploration"": 413, ""First-Person"": 368, ""Sci-fi"": 342, ""Moddable"": 335, ""Adventure"": 333, ""Action"": 328, ""FPS"": 275, ""Atmospheric"": 272, ""Shooter"": 242, ""Character Customization"": 234, ""Third Person"": 225, ""Story Rich"": 215, ""Sandbox"": 190, ""Action RPG"": 182, ""Horror"": 107, ""Female Protagonist"": 84}"
22350,BRINK,"Action, Free To Play",FPS;Action;Multiplayer;Parkour;Shooter;Character Customization;Free to Play;Class-Based;Co-op;Singleplayer;First-Person;Gun Customization;Team-Based;Online Co-Op;Sci-fi;Tactical;Atmospheric;Adventure;Casual;Open World,"{""FPS"": 329, ""Action"": 261, ""Multiplayer"": 252, ""Parkour"": 237, ""Shooter"": 187, ""Character Customization"": 175, ""Free to Play"": 174, ""Class-Based"": 138, ""Co-op"": 130, ""Singleplayer"": 121, ""First-Person"": 115, ""Gun Customization"": 106, ""Team-Based"": 90, ""Online Co-Op"": 85, ""Sci-fi"": 84, ""Tactical"": 64, ""Atmospheric"": 52, ""Adventure"": 49, ""Casual"": 47, ""Open World"": 42}"
22380,Fallout: New Vegas,"Action, RPG",Open World;RPG;Post-apocalyptic;Singleplayer;Moddable;Story Rich;Exploration;First-Person;Action;Adventure;FPS;Sci-fi;Western;Atmospheric;Action RPG;Character Customization;Survival;Sandbox;Shooter;Third Person,"{""Open World"": 4095, ""RPG"": 3920, ""Post-apocalyptic"": 3578, ""Singleplayer"": 2562, ""Moddable"": 2312, ""Story Rich"": 1938, ""Exploration"": 1879, ""First-Person"": 1822, ""Action"": 1752, ""Adventure"": 1584, ""FPS"": 1458, ""Sci-fi"": 1454, ""Western"": 1413, ""Atmospheric"": 1314, ""Action RPG"": 1219, ""Character Customization"": 1183, ""Survival"": 1127, ""Sandbox"": 1034, ""Shooter"": 1019, ""Third Person"": 648}"
49520,Borderlands 2,"Action, RPG",Loot;Shooter;Action;Multiplayer;Co-op;Looter Shooter;FPS;RPG;First-Person;Funny;Comedy;Open World;Combat;Online Co-Op;Adventure;Action RPG;Dark Humor;Singleplayer;Memes;Sci-fi,"{""Loot"": 9751, ""Shooter"": 9248, ""Action"": 9132, ""Multiplayer"": 7583, ""Co-op"": 7462, ""Looter Shooter"": 7173, ""FPS"": 6896, ""RPG"": 5544, ""First-Person"": 5411, ""Funny"": 5078, ""Comedy"": 4851, ""Open World"": 3522, ""Combat"": 2976, ""Online Co-Op"": 2144, ""Adventure"": 2035, ""Action RPG"": 1793, ""Dark Humor"": 1710, ""Singleplayer"": 1396, ""Memes"": 1361, ""Sci-fi"": 1328}"
65790,ARMA: Cold War Assault,"Action, Simulation, Strategy",Simulation;Action;Military;Strategy;FPS;Cold War;Classic;Open World;Tactical;Multiplayer;War;Shooter;Realistic;First-Person;Singleplayer;Sandbox;Moddable;Team-Based;Third Person;Gore,"{""Simulation"": 236, ""Action"": 187, ""Military"": 153, ""Strategy"": 135, ""FPS"": 127, ""Cold War"": 127, ""Classic"": 113, ""Open World"": 105, ""Tactical"": 105, ""Multiplayer"": 95, ""War"": 85, ""Shooter"": 83, ""Realistic"": 80, ""First-Person"": 69, ""Singleplayer"": 63, ""Sandbox"": 38, ""Moddable"": 37, ""Team-Based"": 32, ""Third Person"": 30, ""Gore"": 26}"
72850,The Elder Scrolls V: Skyrim,RPG,Open World;RPG;Fantasy;Adventure;Dragons;Moddable;First-Person;Action;Medieval;Singleplayer;Magic;Story Rich;Great Soundtrack;Sandbox;Lore-Rich;Atmospheric;Character Customization;Action RPG;Third Person;Epic,"{""Open World"": 9973, ""RPG"": 8675, ""Fantasy"": 6197, ""Adventure"": 5552, ""Dragons"": 4819, ""Moddable"": 4818, ""First-Person"": 3960, ""Action"": 3528, ""Medieval"": 3465, ""Singleplayer"": 3422, ""Magic"": 3367, ""Story Rich"": 2971, ""Great Soundtrack"": 2828, ""Sandbox"": 2508, ""Lore-Rich"": 2459, ""Atmospheric"": 2434, ""Character Customization"": 2359, ""Action RPG"": 1819, ""Third Person"": 1752, ""Epic"": 1551}"
104900,ORION: Prelude,"Action, Adventure, Indie, RPG",Dinosaurs;Action;FPS;Multiplayer;Online Co-Op;Co-op;Shooter;Adventure;Indie;Open World;Sci-fi;First-Person;Team-Based;Third-Person Shooter;Singleplayer;PvP;Mechs;Epic;Third Person;Strategy,"{""Dinosaurs"": 873, ""Action"": 572, ""FPS"": 525, ""Multiplayer"": 513, ""Online Co-Op"": 442, ""Co-op"": 408, ""Shooter"": 377, ""Adventure"": 309, ""Indie"": 308, ""Open World"": 245, ""Sci-fi"": 234, ""First-Person"": 217, ""Team-Based"": 134, ""Third-Person Shooter"": 124, ""Singleplayer"": 121, ""PvP"": 85, ""Mechs"": 85, ""Epic"": 68, ""Third Person"": 60, ""Strategy"": 56}"
208090,Loadout,"Action, Free To Play, Indie",Free to Play;Third-Person Shooter;Action;Gore;Multiplayer;Gun Customization;Shooter;Funny;Fast-Paced;Indie;Comedy;Mature;Character Customization;Third Person;Blood;Cartoony;Massively Multiplayer;Co-op;Crafting;Arena Shooter,"{""Free to Play"": 3176, ""Third-Person Shooter"": 1818, ""Action"": 1797, ""Gore"": 1564, ""Multiplayer"": 1483, ""Gun Customization"": 1407, ""Shooter"": 1089, ""Funny"": 1028, ""Fast-Paced"": 959, ""Indie"": 570, ""Comedy"": 565, ""Mature"": 546, ""Character Customization"": 495, ""Third Person"": 347, ""Blood"": 270, ""Cartoony"": 239, ""Massively Multiplayer"": 235, ""Co-op"": 228, ""Crafting"": 194, ""Arena Shooter"": 186}"
221100,DayZ,"Action, Adventure, Massively Multiplayer",Survival;Open World;Online Co-Op;Zombies;Multiplayer;Post-apocalyptic;Shooter;PvP;Massively Multiplayer;Action;FPS;Horror;Sandbox;Co-op;Survival Horror;Adventure;First-Person;Simulation;Atmospheric;Choose Your Own Adventure,"{""Survival"": 16182, ""Open World"": 10753, ""Online Co-Op"": 10659, ""Zombies"": 10644, ""Multiplayer"": 10570, ""Post-apocalyptic"": 10527, ""Shooter"": 10472, ""PvP"": 10448, ""Massively Multiplayer"": 10390, ""Action"": 10385, ""FPS"": 10377, ""Horror"": 10362, ""Sandbox"": 10355, ""Co-op"": 10351, ""Survival Horror"": 10348, ""Adventure"": 10342, ""First-Person"": 10335, ""Simulation"": 10334, ""Atmospheric"": 10316, ""Choose Your Own Adventure"": 10307}"
227940,Heroes & Generals,"Action, Free To Play, Indie, Massively Multiplayer, Strategy",Free to Play;World War II;FPS;Multiplayer;War;Shooter;Action;First-Person;Massively Multiplayer;Strategy;Tactical;Co-op;Historical;Open World;Simulation;Atmospheric;Adventure;Indie;Early Access;RTS,"{""Free to Play"": 6224, ""World War II"": 3454, ""FPS"": 3357, ""Multiplayer"": 3352, ""War"": 2918, ""Shooter"": 2697, ""Action"": 2417, ""First-Person"": 1837, ""Massively Multiplayer"": 1690, ""Strategy"": 1237, ""Tactical"": 1207, ""Co-op"": 1172, ""Historical"": 1102, ""Open World"": 1020, ""Simulation"": 731, ""Atmospheric"": 643, ""Adventure"": 591, ""Indie"": 530, ""Early Access"": 456, ""RTS"": 365}"
